active_compute_proxy,aggregation,checkpoint_path,config_path,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_load_0,expert_load_1,expert_load_2,expert_load_3,greedy,label,loss,max_dataset_steps,method,mode,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,round_index,route_entropy,run_dir,seed,stage,target,temperature,variant,weighting
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.060145965748388416,1.0,7.054874909368396,0.9861109986559312,,,9.0,0.9844738619092882,0.9874674833888641,7.054874909368396,0.9861109986559312,9.71875,0.9650124870240688,1.0,0.27084477263760853,0.2434024756931397,0.2383003486208169,0.2474523784525423,True,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,greedy,0.999999991382461,0.999999991382461,0.999999991382461,1.2841570951852455,11.434879314468567,0.9689670643174505,0.9618090326527515,11.32062099640628,-0.011092294903797468,,1.3384311184825668,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,lss_robustness_baseline,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.06278669541225991,0.9900161687271063,7.005211877143555,0.9850886199082801,,,9.0,0.9823676874048951,0.9874894427053846,7.005211877143555,0.9850886199082801,9.953125,0.9641687367111444,1.0,0.27083879924682247,0.24340334911662412,0.2382998190012323,0.24745800498738346,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t1.0,0.9999999935368458,0.9999999935368458,0.9999999935368458,1.2836512025580349,11.43469713969403,0.9687183901488062,0.9618142599082855,11.320553825562259,-0.011095840022450381,,1.3383790484393936,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,lss_robustness_baseline,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.019799635893065284,1.0,7.054874909368396,0.9955807617096895,,,9.0,0.9942881277808969,0.9966518012506892,7.054874909368396,0.9955807617096895,9.71875,0.9650124870240688,1.0,0.27084477263760853,0.2434024756931397,0.2383003486208169,0.2474523784525423,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t0.7,0.999999991382461,0.999999991382461,0.999999991382461,1.2841570951852455,11.434879314468567,0.9689670643174505,0.9618090326527515,11.32062099640628,-0.011092294903797468,,1.3384311184825668,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,lss_robustness_baseline,policy_head_plus_last_shared,0.7,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.006261542644255739,1.0,7.054874909368396,0.9984399785428271,,,9.0,0.9973420435523311,0.9993496961063808,7.054874909368396,0.9984399785428271,9.71875,0.9650124870240688,1.0,0.27084477263760853,0.2434024756931397,0.2383003486208169,0.2474523784525423,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t0.5,0.999999991382461,0.999999991382461,0.999999991382461,1.2841570951852455,11.434879314468567,0.9689670643174505,0.9618090326527515,11.32062099640628,-0.011092294903797468,,1.3384311184825668,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,lss_robustness_baseline,policy_head_plus_last_shared,0.5,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/student_resolved_config.yaml,0.1984412762029331,1.0,4.850645045757293,0.9369240004085004,4.850645045757293,0.9369240004085004,250.0,,0.9369240004085004,,,250.0,0.0,0.0,0.2488356233611703,0.263565472394228,0.24881682718545198,0.23878204742074013,True,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,greedy,0.9999999926388263,0.9999999926388263,0.9999999926388263,1.1745693278908729,11.406537878990173,0.47783223596215246,0.9751882485449314,11.305483313560487,-0.019205029326025396,,1.3829953578710557,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss,19,lss_robustness_baseline,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/student_resolved_config.yaml,0.011968569009846546,0.9974375000000001,9.531768049284816,0.9969933667071164,9.531768049284816,0.9969933667071164,250.0,,0.9969933667071164,,,250.0,0.0,0.0,0.24492752631753684,0.26648518538475036,0.2450345901325345,0.2435526800453663,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t1.0,0.999999999076128,0.999999999076128,0.999999999076128,1.1793676010370255,11.515212767124176,0.962896270185709,0.9708909430503845,11.333701604366302,-0.010938512054970487,,1.3820629506707192,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss,19,lss_robustness_baseline,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/student_resolved_config.yaml,0.009493374953506616,0.9978125,9.276144358381629,0.9975888264924289,9.276144358381629,0.9975888264924289,250.0,,0.9975888264924289,,,250.0,0.0,0.0,0.24521308774501085,0.26626930649578573,0.24530910420417787,0.24320848177373408,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t0.7,0.9999999988377094,0.9999999988377094,0.9999999988377094,1.1811855739355088,11.50989029788971,0.9258577828705311,0.97119808781147,11.33148510503769,-0.01157066403143108,,1.382127897143364,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss,19,lss_robustness_baseline,policy_head_plus_last_shared,0.7,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss/student_resolved_config.yaml,0.01349201255093085,0.998,8.300591307878493,0.9972980167344212,8.300591307878493,0.9972980167344212,250.0,,0.9972980167344212,,,250.0,0.0,0.0,0.24601522894203662,0.26567079254984854,0.2460852273479104,0.24222873286157848,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t0.5,0.9999999983310699,0.9999999983310699,0.9999999983310699,1.1802433993816375,11.487074021339417,0.8269248200654984,0.9720796021819115,11.325728444099425,-0.013257357486523689,,1.3823198828697205,outputs/reproductions/lss_robustness_baseline/seed_19/flat_dense_to_sare_lss,19,lss_robustness_baseline,policy_head_plus_last_shared,0.5,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/student_resolved_config.yaml,0.02512437607864454,1.0,9.236747990477234,0.9920122934915663,8.898400730669497,0.9990643490552902,131.0,0.9990643490552902,0.9849602379278424,9.575095250284969,0.9849602379278424,129.890625,0.48239374347031116,0.5,0.2498765316417084,0.25784962039055026,0.24883619043719976,0.24343763014573117,True,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,greedy,0.9999999969405499,0.9999999969405499,0.9999999969405499,1.2926307086219053,11.6362558927807,1.3900711903541487,0.9646900389087408,11.312310018635582,-0.0032804461571026857,,1.3820888392975526,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss,7,lss_robustness_baseline,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/student_resolved_config.yaml,0.031027356969162,0.9869160839160839,9.19879978517901,0.990088076249965,8.89806169148854,0.9990518506595067,13.0,0.9990518506595067,0.9831162517092102,9.432707191382715,0.9831162517092102,115.140625,0.5417437423020601,0.5625,0.24988017078467448,0.25782098913676965,0.24884603535702426,0.24345277689354103,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t1.0,0.9999999963107377,0.9999999963107377,0.9999999963107377,1.2927692993697162,11.63598800397242,1.3878880798009654,0.9646987768621463,11.312108393102827,-0.003324986993568468,,1.3820945258527937,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss,7,lss_robustness_baseline,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/student_resolved_config.yaml,0.014775847201444783,0.9959334935897436,9.225950987210735,0.9959923794249368,8.898639898484754,0.9996597020856794,12.5,0.9994679677371796,0.9925167911126941,9.533425040256356,0.9925473187436331,126.21875,0.4971749931573868,0.515625,0.2498780835615961,0.2578387193702625,0.2488397604968559,0.24344340906474007,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t0.7,0.9999999970910651,0.9999999970910651,0.9999999970910651,1.2927364958530407,11.636188578263424,1.389196845903351,0.9646958086479224,11.312238135634427,-0.0032995979188001185,,1.3820910691074206,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss,7,lss_robustness_baseline,policy_head_plus_last_shared,0.7,sare,uniform
0.5,append_all,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/latest.pt,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss/student_resolved_config.yaml,0.0067275006685570465,0.9984375,9.241802956688552,0.9985546363043462,8.898884666073709,0.9998827628781721,11.5,0.9998188944756985,0.9972903781329936,9.563938320599469,0.997307002250146,126.140625,0.4974562432616949,0.515625,0.24987864619090827,0.25783352796289605,0.24884129735994748,0.24344650126433623,False,flat_dense_to_sare_lss,ce,,flat_dense_to_sare_lss,sampled_t0.5,0.9999999968241102,0.9999999968241102,0.9999999968241102,1.2927184052744103,11.636030889487516,1.3889060446923398,0.9646957136697706,11.312200486376442,-0.0033061184180895138,,1.382092749357904,outputs/reproductions/lss_robustness_baseline/seed_7/flat_dense_to_sare_lss,7,lss_robustness_baseline,policy_head_plus_last_shared,0.5,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.08048469400316308,1.0,5.829954916853872,0.978950485306792,6.284563139668218,0.9967721038924323,10.0,0.9967721038924323,0.9659455203929462,5.498213781286647,0.9659455203929462,110.609375,0.5596187431365252,0.578125,0.24630571813290864,0.26424895013667127,0.2485006279380087,0.2409446741932207,True,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,greedy,0.999999993731936,0.999999993731936,0.999999993731936,0.9446581917240882,11.539728136814789,0.5367251384745786,0.9814312207315774,11.32730766582396,-0.017925533715421525,,1.3837117691467196,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl,19,stage_a,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.08343399146952529,0.9732787169963565,5.7855592732221925,0.9782142910664663,6.285371324580649,0.9967437790891398,10.5,0.9903561031079893,0.9660724790249433,5.5051769029479365,0.9678197002244787,103.90625,0.5899999924004078,0.640625,0.24629500313945438,0.2642573609647923,0.24848858680287703,0.2409590163830103,False,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,sampled_t1.0,0.9999999872320909,0.9999999872320909,0.9999999872320909,0.9450024971274278,11.539121052366804,0.5422532532526099,0.9814020221458386,11.327497862555948,-0.017843888878964542,,1.3837080259717536,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl,19,stage_a,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.03249634080519392,0.9842471078586916,5.798850999751662,0.9910121877113429,6.2846666264710604,0.9996603492630852,10.0,0.9978931024570532,0.984940792347481,5.444336893767234,0.984701367119531,113.546875,0.5490437434054911,0.578125,0.24630248981882558,0.2642517881477007,0.24849806090466817,0.24094763049944698,False,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,sampled_t0.7,0.9999999934997855,0.9999999934997855,0.9999999934997855,0.9446276685743509,11.539804729769966,0.5374003262807703,0.9814294180828269,11.327329763767201,-0.017919637701730766,,1.3837114370554076,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl,19,stage_a,policy_head_plus_last_shared,0.7,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.015107200630315759,0.9905625,5.809810404798222,0.9956603509309805,6.284153199019256,0.9998845624305583,10.0,0.9998845624305583,0.9925778182150724,5.463668365772064,0.9925778182150724,110.640625,0.5595062430948019,0.578125,0.24630382130359604,0.26425100614869024,0.24849877145935753,0.24094637115544912,False,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,sampled_t0.5,0.999999993731936,0.999999993731936,0.999999993731936,0.9445872112397674,11.539812297876761,0.5370820773785395,0.9814283102605684,11.327311377446398,-0.017921673488542945,,1.3837117849329545,outputs/experiments/lss_robustness/stage_a/seed_19/flat_dense_to_sare_lss_kl,19,stage_a,policy_head_plus_last_shared,0.5,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.05792313894314011,1.0,5.988990702550271,0.9900415436491373,,,11.0,0.9898570139848049,0.9901254207692883,5.988990702550271,0.9900415436491373,10.921875,0.9606812354177237,1.0,0.24632011128194403,0.24979259675801402,0.25048550511851453,0.25340176561866146,True,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,greedy,0.9999999933772616,0.9999999933772616,0.9999999933772616,1.269103659523858,11.467710967015739,0.8807272899030435,0.9717341041324115,11.310502562860046,-0.012998507842609678,,1.3844813277023007,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl,7,stage_a,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.0595055808098255,0.993936011904762,5.975496136614484,0.9894761121815114,,,11.0,0.9895931328936808,0.9894104664161478,5.975496136614484,0.9894761121815114,10.953125,0.9605687353760004,1.0,0.24628105711029924,0.24986862439824187,0.2505120920098346,0.25333821514378424,False,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,sampled_t1.0,0.9999999922254811,0.9999999922254811,0.9999999922254811,1.2671435475349426,11.46413691147514,0.9151704460382462,0.9716333235087602,11.311124366262685,-0.012567135302916817,,1.3844989797343379,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl,7,stage_a,policy_head_plus_last_shared,1.0,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.011436850984524877,0.9984375,5.981816927630312,0.9978655851873582,,,11.0,0.9986080232011526,0.9975029991806211,5.981816927630312,0.9978655851873582,10.859375,0.9609062355011702,1.0,0.24627809276183446,0.2498902769552337,0.2505138041244613,0.25331780513127644,False,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,sampled_t0.7,0.9999999940395355,0.9999999940395355,0.9999999940395355,1.2666917337311638,11.464717197418214,0.9171575493282742,0.9716013212998708,11.311314508650039,-0.012530765573804578,,1.3844969206386142,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl,7,stage_a,policy_head_plus_last_shared,0.7,sare,uniform
0.5,append_all,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/latest.pt,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl/student_resolved_config.yaml,0.0027501239707326533,0.9984375,5.981816927630312,0.999392402139866,,,11.0,0.9998795517645395,0.9991544918580488,5.981816927630312,0.999392402139866,10.859375,0.9609062355011702,1.0,0.24627809276183446,0.2498902769552337,0.2505138041244613,0.25331780513127644,False,flat_dense_to_sare_lss_kl,kl,,flat_dense_to_sare_lss_kl,sampled_t0.5,0.9999999940395355,0.9999999940395355,0.9999999940395355,1.2666917337311638,11.464717197418214,0.9171575493282742,0.9716013212998708,11.311314508650039,-0.012530765573804578,,1.3844969206386142,outputs/experiments/lss_robustness/stage_a/seed_7/flat_dense_to_sare_lss_kl,7,stage_a,policy_head_plus_last_shared,0.5,sare,uniform
0.5,cap_recent,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/latest.pt,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/student_resolved_config.yaml,1.019850859746337,1.0,0.6945793993547559,0.5866284702792763,0.6945793993547559,0.5866284702792763,250.0,,0.5866284702792763,,,250.0,0.0,0.0,0.23301231901347638,0.30075870975852015,0.23221342397481204,0.23401552304625511,True,flat_dense_to_sare_lss_kl_cap_recent,kl,1024,flat_dense_to_sare_lss_kl_cap_recent,greedy,0.9999999960660935,0.9999999960660935,0.9999999960660935,0.17631263776123524,11.606294216156005,6.7903517615795135,0.7504929777681828,11.36482513999939,0.3656507974416017,,1.3774972661733627,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent,19,stage_b,policy_head_plus_last_shared,1.0,sare,uniform
0.5,cap_recent,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/latest.pt,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/student_resolved_config.yaml,0.9920572713017464,0.5938125000000001,0.7437182084470988,0.6002513906508684,0.7437182084470988,0.6002513906508684,250.0,,0.6002513906508684,,,250.0,0.0,0.0,0.23311742619425058,0.30089085599780085,0.23189490378648042,0.23409678554534913,False,flat_dense_to_sare_lss_kl_cap_recent,kl,1024,flat_dense_to_sare_lss_kl_cap_recent,sampled_t1.0,0.9999999707341194,0.9999999707341194,0.9999999707341194,0.15289553794637323,11.585568595409393,6.900431829452515,0.743082881629467,11.364244750499726,0.3778607367128134,,1.3775699282288552,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent,19,stage_b,policy_head_plus_last_shared,1.0,sare,uniform
0.5,cap_recent,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/latest.pt,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/student_resolved_config.yaml,0.7407918568495662,0.689875,0.7033055900856853,0.6899314115010202,0.7033055900856853,0.6899314115010202,250.0,,0.6899314115010202,,,250.0,0.0,0.0,0.233218202508986,0.3003603294044733,0.23220183185487986,0.23421960709244014,False,flat_dense_to_sare_lss_kl_cap_recent,kl,1024,flat_dense_to_sare_lss_kl_cap_recent,sampled_t0.7,0.9999999858438968,0.9999999858438968,0.9999999858438968,0.1644984303675592,11.588110630512238,6.9437020978927615,0.7408080239892005,11.362504146575928,0.3824979221522808,,1.377712212085724,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent,19,stage_b,policy_head_plus_last_shared,0.7,sare,uniform
0.5,cap_recent,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/latest.pt,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent/student_resolved_config.yaml,0.5569181673508138,0.7721875,0.7069734605923295,0.7712074452489615,0.7069734605923295,0.7712074452489615,250.0,,0.7712074452489615,,,250.0,0.0,0.0,0.2331937899366021,0.30040731889009475,0.23220803359895945,0.2341908301562071,False,flat_dense_to_sare_lss_kl_cap_recent,kl,1024,flat_dense_to_sare_lss_kl_cap_recent,sampled_t0.5,0.9999999884366989,0.9999999884366989,0.9999999884366989,0.16814340563118457,11.589606730937957,6.923710977554321,0.7422686470746994,11.362532106399536,0.3801819822788238,,1.3776976864933967,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent,19,stage_b,policy_head_plus_last_shared,0.5,sare,uniform
0.5,cap_recent_balanced,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent_balanced/latest.pt,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent_balanced/student_resolved_config.yaml,1.3165233023874463,1.0,0.5460266242399812,0.4294567547049374,0.5460266242399812,0.4294567547049374,250.0,,0.4294567547049374,,,250.0,0.0,0.0,0.2426167269051075,0.27013167637586594,0.2426200158894062,0.24463154764473438,True,flat_dense_to_sare_lss_kl_cap_recent_balanced,kl,1024,flat_dense_to_sare_lss_kl_cap_recent_balanced,greedy,0.999999999821186,0.999999999821186,0.999999999821186,0.7465190422832966,11.638550925731659,4.65373121213913,0.8716986456215382,11.343675897121429,0.1664277094900608,,1.3821799677610398,outputs/experiments/lss_robustness/stage_b/seed_19/flat_dense_to_sare_lss_kl_cap_recent_balanced,19,stage_b,policy_head_plus_last_shared,1.0,sare,uniform
